,Unnamed: 0,Country,Daily new confirmed cases of COVID-19,daily_vaccinations
2171964,2171964,Canada,1810,721
2172744,2172744,Canada,1209,721
2173524,2173524,Canada,1346,721
2174304,2174304,Canada,1861,721
2175084,2175084,Canada,2141,721
2175864,2175864,Canada,2416,721
2176644,2176644,Canada,2259,721
2178204,2178204,Canada,1979,721
2178984,2178984,Canada,1780,721
2179764,2179764,Canada,2418,721
2180544,2180544,Canada,2732,721
2181324,2181324,Canada,2962,721
2182884,2182884,Canada,2843,721
2183664,2183664,Canada,2058,721
2184444,2184444,Canada,2333,721
2185224,2185224,Canada,3326,721
2186004,2186004,Canada,3364,721
2186784,2186784,Canada,3768,721
2187564,2187564,Canada,3918,721
2188344,2188344,Canada,3167,721
2189124,2189124,Canada,2735,721
2189904,2189904,Canada,2909,721
2191464,2191464,Canada,4048,721
2192244,2192244,Canada,4161,721
2193024,2193024,Canada,4023,721
2193804,2193804,Canada,4134,721
2194584,2194584,Canada,2958,721
2195364,2195364,Canada,3319,721
2196144,2196144,Canada,3641,721
2196924,2196924,Canada,4178,721
2197704,2197704,Canada,4628,721
2198484,2198484,Canada,4861,721
2199264,2199264,Canada,4225,721
2200044,2200044,Canada,3897,721
2200824,2200824,Canada,4044,721
2201604,2201604,Canada,4283,721
2202384,2202384,Canada,4689,721
2203164,2203164,Canada,5094,721
2203944,2203944,Canada,4536,721
2204724,2204724,Canada,4335,721
2205504,2205504,Canada,3857,721
2206284,2206284,Canada,3818,721
2207064,2207064,Canada,3852,721
2207844,2207844,Canada,4618,721
2208624,2208624,Canada,4605,721
2209404,2209404,Canada,4952,721
2210184,2210184,Canada,4333,721
2210964,2210964,Canada,4279,721
2211744,2211744,Canada,3488,721
2212524,2212524,Canada,4278,721
2214084,2214084,Canada,4417,721
2214864,2214864,Canada,4427,721
2215644,2215644,Canada,3634,721
2216424,2216424,Canada,3403,721
2217204,2217204,Canada,2814,721
2217984,2217984,Canada,3716,721
2218764,2218764,Canada,4100,721
2219544,2219544,Canada,4128,721
2220324,2220324,Canada,3701,721
2221104,2221104,Canada,3530,721
2221884,2221884,Canada,2657,721
2222664,2222664,Canada,2323,721
2223444,2223444,Canada,2640,721
2224224,2224224,Canada,3193,721
2225004,2225004,Canada,3438,721
2225784,2225784,Canada,3347,721
2226564,2226564,Canada,2894,721
2227344,2227344,Canada,2272,721
2228124,2228124,Canada,2257,721
2228904,2228904,Canada,2642,721
2230464,2230464,Canada,2762,721
2231244,2231244,Canada,2551,721
2232024,2232024,Canada,2280,721
2232804,2232804,Canada,1856,721
2233584,2233584,Canada,1773,721
2234364,2234364,Canada,2496,721
2235144,2235144,Canada,2666,721
2236704,2236704,Canada,2375,721
2237484,2237484,Canada,2056,721
2238264,2238264,Canada,1937,721
2239044,2239044,Canada,1853,721
2239824,2239824,Canada,2224,721
2240604,2240604,Canada,2577,721
2241384,2241384,Canada,2533,721
2242164,2242164,Canada,2754,721
2242944,2242944,Canada,2442,721
2243724,2243724,Canada,2138,721
2245284,2245284,Canada,2601,721
2246064,2246064,Canada,2716,721
2246844,2246844,Canada,2628,721
2247624,2247624,Canada,2638,721
2248404,2248404,Canada,2310,721
2249184,2249184,Canada,2171,721
2249964,2249964,Canada,1915,721
2250744,2250744,Canada,2422,721
2252304,2252304,Canada,2875,721
2253084,2253084,Canada,2895,721
2253864,2253864,Canada,2461,721
2254644,2254644,Canada,2305,721
2255424,2255424,Canada,2235,721
2256204,2256204,Canada,2606,721
2257764,2257764,Canada,4357,721
2258544,2258544,Canada,3020,721
2259324,2259324,Canada,2619,721
2260104,2260104,Canada,2332,721
2260884,2260884,Canada,2352,721
2261664,2261664,Canada,3146,721
2262444,2262444,Canada,3222,721
2263224,2263224,Canada,3497,721
2264004,2264004,Canada,3608,721
2264784,2264784,Canada,3401,721
2267904,2267904,Canada,4258,721
2268684,2268684,Canada,4756,721
2269464,2269464,Canada,4929,721
2270244,2270244,Canada,4306,721
2271024,2271024,Canada,4149,721
2271804,2271804,Canada,4388,721
2272584,2272584,Canada,5875,721
2273364,2273364,Canada,7125,721
2274144,2274144,Canada,9173,721
2274924,2274924,Canada,9402,721
2275704,2275704,Canada,10605,721
2276484,2276484,Canada,10673,721
2277264,2277264,Canada,11679,721
2278044,2278044,Canada,15002,721
2278824,2278824,Canada,20693,721
2279604,2279604,Canada,15969,721
2280384,2280384,Canada,17402,721
2281164,2281164,Canada,15024,721
2281944,2281944,Canada,49148,721
2282724,2282724,Canada,27053,721
2283504,2283504,Canada,32120,721
2284284,2284284,Canada,40002,721
2285064,2285064,Canada,45837,721
2285844,2285844,Canada,46118,721
2286624,2286624,Canada,45329,721
2287404,2287404,Canada,38077,721
2288184,2288184,Canada,37408,721
2288964,2288964,Canada,39433,721
2289744,2289744,Canada,43137,721
2290524,2290524,Canada,44331,721
2291304,2291304,Canada,41056,721
2292084,2292084,Canada,38588,721
2292864,2292864,Canada,34174,721
2293644,2293644,Canada,28949,721
2294424,2294424,Canada,32475,721
2295204,2295204,Canada,31357,721
2295984,2295984,Canada,31670,721
2296764,2296764,Canada,28896,721
2297544,2297544,Canada,28538,721
2298324,2298324,Canada,23606,721
2299104,2299104,Canada,21163,721
2299884,2299884,Canada,22297,721
2300664,2300664,Canada,23949,721
2301444,2301444,Canada,23161,721
2302224,2302224,Canada,21301,721
2303004,2303004,Canada,19993,721
2303784,2303784,Canada,13863,721
2304564,2304564,Canada,14165,721
2305344,2305344,Canada,18489,721
2306124,2306124,Canada,18497,721
2306904,2306904,Canada,17695,721
2307684,2307684,Canada,15520,721
2308464,2308464,Canada,13561,721
2309244,2309244,Canada,10721,721
2310024,2310024,Canada,11077,721
2310804,2310804,Canada,15097,721
2311584,2311584,Canada,14215,721
2313144,2313144,Canada,11500,721
2313924,2313924,Canada,10311,721
2314704,2314704,Canada,7877,721
2315484,2315484,Canada,8853,721
2316264,2316264,Canada,11139,721
2317044,2317044,Canada,10632,721
2317824,2317824,Canada,10190,721
2318604,2318604,Canada,11205,721
2319384,2319384,Canada,7811,721
2320164,2320164,Canada,5801,721
2320944,2320944,Canada,6034,721
2321724,2321724,Canada,8016,721
2322504,2322504,Canada,7583,721
2323284,2323284,Canada,7023,721
2324064,2324064,Canada,7545,721
2324844,2324844,Canada,4803,721
2325624,2325624,Canada,4729,721
2326404,2326404,Canada,5555,721
