,Unnamed: 0,Country,Daily new confirmed cases of COVID-19,daily_vaccinations
5887279,5887279,Morocco,8826,45000
5888040,5888040,Morocco,5428,45000
5888801,5888801,Morocco,3177,45000
5889562,5889562,Morocco,7756,45000
5890323,5890323,Morocco,9355,45000
5891084,5891084,Morocco,9061,45000
5892606,5892606,Morocco,7638,45000
5893367,5893367,Morocco,4435,45000
5894128,5894128,Morocco,2750,45000
5894889,5894889,Morocco,6362,45000
5895650,5895650,Morocco,7002,45000
5896411,5896411,Morocco,5560,45000
5898694,5898694,Morocco,2255,45000
5899455,5899455,Morocco,1321,45000
5900977,5900977,Morocco,3051,45000
5901738,5901738,Morocco,2861,45000
5903260,5903260,Morocco,2067,45000
5904021,5904021,Morocco,1202,45000
5909348,5909348,Morocco,634,45000
5912392,5912392,Morocco,636,45000
5917719,5917719,Morocco,362,45000
5985448,5985448,Morocco,200,45000
5989253,5989253,Morocco,162,45000
5994580,5994580,Morocco,274,45000
5996102,5996102,Morocco,607,45000
5997624,5997624,Morocco,966,45000
5999146,5999146,Morocco,1076,45000
6000668,6000668,Morocco,561,45000
6002190,6002190,Morocco,1632,45000
6002951,6002951,Morocco,1568,45000
6003712,6003712,Morocco,1734,45000
6004473,6004473,Morocco,1956,45000
6005234,6005234,Morocco,1258,45000
6006756,6006756,Morocco,3059,45000
6007517,6007517,Morocco,3141,45000
6008278,6008278,Morocco,3086,45000
6009039,6009039,Morocco,3343,45000
6009800,6009800,Morocco,3235,45000
6012083,6012083,Morocco,4009,45000
6012844,6012844,Morocco,3604,45000
6013605,6013605,Morocco,4003,45000
6014366,6014366,Morocco,3370,45000
6015127,6015127,Morocco,3306,45000
6015888,6015888,Morocco,1720,45000
6017410,6017410,Morocco,3849,45000
6018171,6018171,Morocco,3043,45000
6018932,6018932,Morocco,2782,45000
6019693,6019693,Morocco,2451,45000
6020454,6020454,Morocco,2476,45000
6023498,6023498,Morocco,2064,45000
6024259,6024259,Morocco,1943,45000
6025020,6025020,Morocco,2021,45000
6025781,6025781,Morocco,1654,45000
6026542,6026542,Morocco,787,45000
6028064,6028064,Morocco,1575,45000
6029586,6029586,Morocco,1131,45000
6030347,6030347,Morocco,842,45000
6033391,6033391,Morocco,743,45000
6266484,6266484,Russia,196,3357
6273765,6273765,Russia,582,3357
6274574,6274574,Russia,658,3357
6275383,6275383,Russia,954,3357
6276192,6276192,Russia,1154,3357
6277001,6277001,Russia,2634,3357
6277810,6277810,Russia,1786,3357
6278619,6278619,Russia,1667,3357
6279428,6279428,Russia,2186,3357
6281046,6281046,Russia,2774,3357
6281855,6281855,Russia,3388,3357
6282664,6282664,Russia,3448,3357
6283473,6283473,Russia,4070,3357
6284282,6284282,Russia,4785,3357
6285900,6285900,Russia,4268,3357
6286709,6286709,Russia,5642,3357
6287518,6287518,Russia,5236,3357
6288327,6288327,Russia,4774,3357
6289136,6289136,Russia,5849,3357
6289945,6289945,Russia,5966,3357
6290754,6290754,Russia,6361,3357
6291563,6291563,Russia,6198,3357
6292372,6292372,Russia,6411,3357
6293181,6293181,Russia,5841,3357
6293990,6293990,Russia,7099,3357
6294799,6294799,Russia,7933,3357
6296417,6296417,Russia,10633,3357
6297226,6297226,Russia,10581,3357
6298035,6298035,Russia,10102,3357
6298844,6298844,Russia,10559,3357
6299653,6299653,Russia,11231,3357
6300462,6300462,Russia,10699,3357
6301271,6301271,Russia,10817,3357
6302080,6302080,Russia,11012,3357
6302889,6302889,Russia,11656,3357
6303698,6303698,Russia,10899,3357
6304507,6304507,Russia,10028,3357
6305316,6305316,Russia,9974,3357
6306125,6306125,Russia,10598,3357
6306934,6306934,Russia,9200,3357
6308552,6308552,Russia,8926,3357
6309361,6309361,Russia,9263,3357
6310170,6310170,Russia,8764,3357
6310979,6310979,Russia,8849,3357
6311788,6311788,Russia,8894,3357
6312597,6312597,Russia,9434,3357
6313406,6313406,Russia,8599,3357
6314215,6314215,Russia,8946,3357
6315024,6315024,Russia,8915,3357
6316642,6316642,Russia,8371,3357
6317451,6317451,Russia,8572,3357
6318260,6318260,Russia,8952,3357
6319069,6319069,Russia,9268,3357
6320687,6320687,Russia,8863,3357
6321496,6321496,Russia,8536,3357
6322305,6322305,Russia,8831,3357
6323114,6323114,Russia,8726,3357
6323923,6323923,Russia,8855,3357
6324732,6324732,Russia,8984,3357
6325541,6325541,Russia,8985,3357
6326350,6326350,Russia,8595,3357
6327159,6327159,Russia,8404,3357
6327968,6327968,Russia,8779,3357
6328777,6328777,Russia,8987,3357
6329586,6329586,Russia,8706,3357
6331204,6331204,Russia,8246,3357
6332013,6332013,Russia,8248,3357
6332822,6332822,Russia,7843,3357
6333631,6333631,Russia,7790,3357
6334440,6334440,Russia,7972,3357
6335249,6335249,Russia,7889,3357
6336058,6336058,Russia,7728,3357
6336867,6336867,Russia,7600,3357
6337676,6337676,Russia,7425,3357
6338485,6338485,Russia,7176,3357
6339294,6339294,Russia,7113,3357
6340103,6340103,Russia,6800,3357
6340912,6340912,Russia,6852,3357
6341721,6341721,Russia,6791,3357
6342530,6342530,Russia,6719,3357
6344148,6344148,Russia,6556,3357
6345766,6345766,Russia,6718,3357
6346575,6346575,Russia,6632,3357
6347384,6347384,Russia,6736,3357
6348193,6348193,Russia,6611,3357
6349002,6349002,Russia,6368,3357
6349811,6349811,Russia,6562,3357
6350620,6350620,Russia,6509,3357
6351429,6351429,Russia,6635,3357
6353047,6353047,Russia,6615,3357
6353856,6353856,Russia,6537,3357
6354665,6354665,Russia,6248,3357
6355474,6355474,Russia,6422,3357
6357092,6357092,Russia,6406,3357
6357901,6357901,Russia,6234,3357
6358710,6358710,Russia,6109,3357
6359519,6359519,Russia,5940,3357
6360328,6360328,Russia,5842,3357
6361137,6361137,Russia,5862,3357
6361946,6361946,Russia,5848,3357
6362755,6362755,Russia,5811,3357
6363564,6363564,Russia,5871,3357
6364373,6364373,Russia,5765,3357
6365182,6365182,Russia,5635,3357
6365991,6365991,Russia,5395,3357
6366800,6366800,Russia,5475,3357
6367609,6367609,Russia,5509,3357
6368418,6368418,Russia,5482,3357
6369227,6369227,Russia,5462,3357
6370036,6370036,Russia,5427,3357
6370845,6370845,Russia,5394,3357
6371654,6371654,Russia,5159,3357
6372463,6372463,Russia,5204,3357
6374890,6374890,Russia,5212,3357
6375699,6375699,Russia,5189,3357
6376508,6376508,Russia,5118,3357
6377317,6377317,Russia,4945,3357
6378126,6378126,Russia,5102,3357
6378935,6378935,Russia,5057,3357
6380553,6380553,Russia,5061,3357
6381362,6381362,Russia,4969,3357
6382171,6382171,Russia,4892,3357
6382980,6382980,Russia,4748,3357
6383789,6383789,Russia,4828,3357
6385407,6385407,Russia,4870,3357
6386216,6386216,Russia,4921,3357
6387025,6387025,Russia,4852,3357
6387834,6387834,Russia,4744,3357
6388643,6388643,Russia,4696,3357
6389452,6389452,Russia,4676,3357
6390261,6390261,Russia,4711,3357
6391070,6391070,Russia,4829,3357
6391879,6391879,Russia,4941,3357
6393497,6393497,Russia,4993,3357
6396733,6396733,Russia,5110,3357
6397542,6397542,Russia,5205,3357
6398351,6398351,Russia,5195,3357
6399160,6399160,Russia,5185,3357
6399969,6399969,Russia,5099,3357
6400778,6400778,Russia,5218,3357
6401587,6401587,Russia,5363,3357
6402396,6402396,Russia,5504,3357
6403205,6403205,Russia,5488,3357
6404014,6404014,Russia,5449,3357
6405632,6405632,Russia,5529,3357
6406441,6406441,Russia,5670,3357
6407250,6407250,Russia,5762,3357
6408059,6408059,Russia,5905,3357
6408868,6408868,Russia,6065,3357
6409677,6409677,Russia,6148,3357
6411295,6411295,Russia,6215,3357
6412913,6412913,Russia,6595,3357
6413722,6413722,Russia,7212,3357
6414531,6414531,Russia,7523,3357
6415340,6415340,Russia,7867,3357
6416149,6416149,Russia,8135,3357
6416958,6416958,Russia,8232,3357
6417767,6417767,Russia,8481,3357
6418576,6418576,Russia,8945,3357
6419385,6419385,Russia,9412,3357
6420194,6420194,Russia,9859,3357
6421003,6421003,Russia,10499,3357
6421812,6421812,Russia,10888,3357
6422621,6422621,Russia,11615,3357
6423430,6423430,Russia,11115,3357
6424239,6424239,Russia,11493,3357
6425857,6425857,Russia,12846,3357
6426666,6426666,Russia,13634,3357
6427475,6427475,Russia,13592,3357
6428284,6428284,Russia,13868,3357
6429093,6429093,Russia,14231,3357
6429902,6429902,Russia,13754,3357
6430711,6430711,Russia,15150,3357
6431520,6431520,Russia,14922,3357
6432329,6432329,Russia,15099,3357
6433138,6433138,Russia,15982,3357
6433947,6433947,Russia,16319,3357
6434756,6434756,Russia,15700,3357
6435565,6435565,Russia,15971,3357
6436374,6436374,Russia,17340,3357
6437183,6437183,Russia,16521,3357
6437992,6437992,Russia,16710,3357
6438801,6438801,Russia,17347,3357
6439610,6439610,Russia,16550,3357
6440419,6440419,Russia,16202,3357
6441228,6441228,Russia,17717,3357
6442037,6442037,Russia,18283,3357
6442846,6442846,Russia,18140,3357
6443655,6443655,Russia,18665,3357
6444464,6444464,Russia,18253,3357
6445273,6445273,Russia,18652,3357
6446082,6446082,Russia,19768,3357
6446891,6446891,Russia,19404,3357
6448509,6448509,Russia,20396,3357
6449318,6449318,Russia,20498,3357
6450127,6450127,Russia,21798,3357
6450936,6450936,Russia,20977,3357
6451745,6451745,Russia,19851,3357
6452554,6452554,Russia,21608,3357
6453363,6453363,Russia,21983,3357
6454172,6454172,Russia,22702,3357
6454981,6454981,Russia,22572,3357
6455790,6455790,Russia,22778,3357
6456599,6456599,Russia,22410,3357
6457408,6457408,Russia,20985,3357
6458217,6458217,Russia,23610,3357
6459026,6459026,Russia,24318,3357
6459835,6459835,Russia,24822,3357
6460644,6460644,Russia,24581,3357
6461453,6461453,Russia,25173,3357
6462262,6462262,Russia,24326,3357
6463071,6463071,Russia,23675,3357
6463880,6463880,Russia,25487,3357
6464689,6464689,Russia,27543,3357
6465498,6465498,Russia,27100,3357
6466307,6466307,Russia,26683,3357
6467116,6467116,Russia,26338,3357
6468734,6468734,Russia,25345,3357
6469543,6469543,Russia,28145,3357
6470352,6470352,Russia,27403,3357
6471161,6471161,Russia,28782,3357
6471970,6471970,Russia,29039,3357
6472779,6472779,Russia,28142,3357
6473588,6473588,Russia,26097,3357
6474397,6474397,Russia,26190,3357
6475206,6475206,Russia,27927,3357
6476015,6476015,Russia,28585,3357
6476824,6476824,Russia,28137,3357
6477633,6477633,Russia,28080,3357
6478442,6478442,Russia,27328,3357
6479251,6479251,Russia,26689,3357
6480060,6480060,Russia,26509,3357
6480869,6480869,Russia,28214,3357
6481678,6481678,Russia,28552,3357
6482487,6482487,Russia,28209,3357
6483296,6483296,Russia,28948,3357
6484105,6484105,Russia,29350,3357
6484914,6484914,Russia,28776,3357
6485723,6485723,Russia,27250,3357
6486532,6486532,Russia,29935,3357
6487341,6487341,Russia,29018,3357
6488150,6488150,Russia,29258,3357
6488959,6488959,Russia,28284,3357
6489768,6489768,Russia,27787,3357
6490577,6490577,Russia,27002,3357
6491386,6491386,Russia,26513,3357
6492195,6492195,Russia,27747,3357
6493004,6493004,Russia,27039,3357
6493813,6493813,Russia,26301,3357
6494622,6494622,Russia,24150,3357
6495431,6495431,Russia,23351,3357
6496240,6496240,Russia,24246,3357
6497049,6497049,Russia,24217,3357
6497858,6497858,Russia,23541,3357
6498667,6498667,Russia,23652,3357
6499476,6499476,Russia,23309,3357
6500285,6500285,Russia,22851,3357
6501094,6501094,Russia,23315,3357
6501903,6501903,Russia,22934,3357
6502712,6502712,Russia,22850,3357
6503521,6503521,Russia,24763,3357
6504330,6504330,Russia,24715,3357
6505139,6505139,Russia,24092,3357
6505948,6505948,Russia,23586,3357
6506757,6506757,Russia,22857,3357
6507566,6507566,Russia,21734,3357
6508375,6508375,Russia,21152,3357
6509184,6509184,Russia,21887,3357
6509993,6509993,Russia,21513,3357
6510802,6510802,Russia,20921,3357
6511611,6511611,Russia,21127,3357
6512420,6512420,Russia,19290,3357
6513229,6513229,Russia,18241,3357
6514038,6514038,Russia,17741,3357
6514847,6514847,Russia,19138,3357
6515656,6515656,Russia,19238,3357
6516465,6516465,Russia,19032,3357
6517274,6517274,Russia,18359,3357
6518083,6518083,Russia,17648,3357
6518892,6518892,Russia,16643,3357
6519701,6519701,Russia,16474,3357
6520510,6520510,Russia,16714,3357
6521319,6521319,Russia,16688,3357
6522128,6522128,Russia,16627,3357
6522937,6522937,Russia,16048,3357
6523746,6523746,Russia,15916,3357
6524555,6524555,Russia,15019,3357
6525364,6525364,Russia,14494,3357
6526173,6526173,Russia,15038,3357
6526982,6526982,Russia,15089,3357
6527791,6527791,Russia,14861,3357
6528600,6528600,Russia,14185,3357
6529409,6529409,Russia,14207,3357
6530218,6530218,Russia,13233,3357
6531027,6531027,Russia,12828,3357
6531836,6531836,Russia,13447,3357
6532645,6532645,Russia,13433,3357
6533454,6533454,Russia,12953,3357
6534263,6534263,Russia,12742,3357
6535072,6535072,Russia,12604,3357
6535881,6535881,Russia,11823,3357
6536690,6536690,Russia,11749,3357
6537499,6537499,Russia,11198,3357
6539117,6539117,Russia,11534,3357
6539926,6539926,Russia,11359,3357
6540735,6540735,Russia,11571,3357
6541544,6541544,Russia,10565,3357
6542353,6542353,Russia,10535,3357
6543971,6543971,Russia,11024,3357
6544780,6544780,Russia,11022,3357
6545589,6545589,Russia,10595,3357
6546398,6546398,Russia,10253,3357
6547207,6547207,Russia,9445,3357
6548016,6548016,Russia,9079,3357
6548825,6548825,Russia,9270,3357
6549634,6549634,Russia,9794,3357
6550443,6550443,Russia,9908,3357
6551252,6551252,Russia,10083,3357
6552061,6552061,Russia,9437,3357
6552870,6552870,Russia,9393,3357
6553679,6553679,Russia,8998,3357
6554488,6554488,Russia,9803,3357
6555297,6555297,Russia,9699,3357
6556106,6556106,Russia,9632,3357
6556915,6556915,Russia,9299,3357
6557724,6557724,Russia,9284,3357
6558533,6558533,Russia,8457,3357
6559342,6559342,Russia,8861,3357
6560151,6560151,Russia,9221,3357
6560960,6560960,Russia,9167,3357
6561769,6561769,Russia,8885,3357
6562578,6562578,Russia,9088,3357
6563387,6563387,Russia,8711,3357
6564196,6564196,Russia,8277,3357
6565005,6565005,Russia,8275,3357
6566623,6566623,Russia,8792,3357
6567432,6567432,Russia,9021,3357
6568241,6568241,Russia,8817,3357
6569050,6569050,Russia,8646,3357
6569859,6569859,Russia,8328,3357
6570668,6570668,Russia,8294,3357
6571477,6571477,Russia,8672,3357
6572286,6572286,Russia,9150,3357
6573095,6573095,Russia,8704,3357
6573904,6573904,Russia,8702,3357
6575522,6575522,Russia,8173,3357
6576331,6576331,Russia,8326,3357
6577140,6577140,Russia,8944,3357
6578758,6578758,Russia,9321,3357
6579567,6579567,Russia,8632,3357
6580376,6580376,Russia,8589,3357
6581185,6581185,Russia,8164,3357
6581994,6581994,Russia,8271,3357
6582803,6582803,Russia,8996,3357
6583612,6583612,Russia,8840,3357
6584421,6584421,Russia,8828,3357
6585230,6585230,Russia,8780,3357
6586848,6586848,Russia,8053,3357
6587657,6587657,Russia,7848,3357
6589275,6589275,Russia,8731,3357
6590893,6590893,Russia,8697,3357
6591702,6591702,Russia,8489,3357
6592511,6592511,Russia,7770,3357
6593320,6593320,Russia,7975,3357
6594129,6594129,Russia,7639,3357
6594938,6594938,Russia,8386,3357
6595747,6595747,Russia,8329,3357
6597365,6597365,Russia,8465,3357
6598174,6598174,Russia,8115,3357
6598983,6598983,Russia,8217,3357
6601410,6601410,Russia,8790,3357
6602219,6602219,Russia,8554,3357
6603028,6603028,Russia,9328,3357
6604646,6604646,Russia,7920,3357
6605455,6605455,Russia,9232,3357
6606264,6606264,Russia,8937,3357
6607073,6607073,Russia,8709,3357
6610309,6610309,Russia,8373,3357
6611118,6611118,Russia,9039,3357
6611927,6611927,Russia,9252,3357
6612736,6612736,Russia,9289,3357
6613545,6613545,Russia,9694,3357
6614354,6614354,Russia,8475,3357
6615163,6615163,Russia,9500,3357
6615972,6615972,Russia,8832,3357
6616781,6616781,Russia,8933,3357
6617590,6617590,Russia,8947,3357
6618399,6618399,Russia,9145,3357
6619208,6619208,Russia,9163,3357
6620017,6620017,Russia,9429,3357
6620826,6620826,Russia,9977,3357
6621635,6621635,Russia,10407,3357
6622444,6622444,Russia,11699,3357
6623253,6623253,Russia,12505,3357
6624871,6624871,Russia,14723,3357
6625680,6625680,Russia,13721,3357
6627298,6627298,Russia,13397,3357
6628107,6628107,Russia,14057,3357
6628916,6628916,Russia,17262,3357
6629725,6629725,Russia,17906,3357
6630534,6630534,Russia,17611,3357
6631343,6631343,Russia,17378,3357
6632152,6632152,Russia,16715,3357
6632961,6632961,Russia,17594,3357
6633770,6633770,Russia,20182,3357
6634579,6634579,Russia,20393,3357
6635388,6635388,Russia,21665,3357
6636197,6636197,Russia,20538,3357
6637006,6637006,Russia,21650,3357
6637815,6637815,Russia,20616,3357
6638624,6638624,Russia,21042,3357
6639433,6639433,Russia,23543,3357
6640242,6640242,Russia,23218,3357
6641051,6641051,Russia,24439,3357
6641860,6641860,Russia,25142,3357
6643478,6643478,Russia,23378,3357
6644287,6644287,Russia,23962,3357
6645905,6645905,Russia,25766,3357
6647523,6647523,Russia,25033,3357
6648332,6648332,Russia,25140,3357
6649141,6649141,Russia,24702,3357
6649950,6649950,Russia,23827,3357
6650759,6650759,Russia,25293,3357
6651568,6651568,Russia,25704,3357
6652377,6652377,Russia,25116,3357
6653186,6653186,Russia,25018,3357
6653995,6653995,Russia,24633,3357
6656422,6656422,Russia,24471,3357
6657231,6657231,Russia,23811,3357
6658040,6658040,Russia,23947,3357
6658849,6658849,Russia,24072,3357
6659658,6659658,Russia,23239,3357
6660467,6660467,Russia,23032,3357
6661276,6661276,Russia,22420,3357
6662085,6662085,Russia,23270,3357
6662894,6662894,Russia,23564,3357
6663703,6663703,Russia,23807,3357
6664512,6664512,Russia,22804,3357
6665321,6665321,Russia,23508,3357
6666130,6666130,Russia,22010,3357
6666939,6666939,Russia,22589,3357
6667748,6667748,Russia,23120,3357
6668557,6668557,Russia,22660,3357
6669366,6669366,Russia,22320,3357
6670175,6670175,Russia,22866,3357
6670984,6670984,Russia,22160,3357
6671793,6671793,Russia,21378,3357
6672602,6672602,Russia,21571,3357
6673411,6673411,Russia,21932,3357
6674220,6674220,Russia,22277,3357
6675029,6675029,Russia,22144,3357
6675838,6675838,Russia,21624,3357
6676647,6676647,Russia,20765,3357
6677456,6677456,Russia,20958,3357
6678265,6678265,Russia,20914,3357
6679074,6679074,Russia,21058,3357
6679883,6679883,Russia,20992,3357
6680692,6680692,Russia,21000,3357
6681501,6681501,Russia,20564,3357
6682310,6682310,Russia,19454,3357
6683119,6683119,Russia,18833,3357
6683928,6683928,Russia,19536,3357
6684737,6684737,Russia,19630,3357
6685546,6685546,Russia,19509,3357
6686355,6686355,Russia,19492,3357
6687164,6687164,Russia,19286,3357
6687973,6687973,Russia,18325,3357
6688782,6688782,Russia,17813,3357
6689591,6689591,Russia,18368,3357
6690400,6690400,Russia,18985,3357
6691209,6691209,Russia,18856,3357
6692018,6692018,Russia,18780,3357
6692827,6692827,Russia,18645,3357
6693636,6693636,Russia,17856,3357
6694445,6694445,Russia,17425,3357
6695254,6695254,Russia,18024,3357
6696063,6696063,Russia,18380,3357
6696872,6696872,Russia,18341,3357
6697681,6697681,Russia,18891,3357
6698490,6698490,Russia,18554,3357
6699299,6699299,Russia,18178,3357
6700108,6700108,Russia,17837,3357
6700917,6700917,Russia,18841,3357
6701726,6701726,Russia,19594,3357
6702535,6702535,Russia,19905,3357
6703344,6703344,Russia,20329,3357
6704153,6704153,Russia,20174,3357
6704962,6704962,Russia,19744,3357
6705771,6705771,Russia,19179,3357
6706580,6706580,Russia,19706,3357
6707389,6707389,Russia,21438,3357
6708198,6708198,Russia,21379,3357
6709007,6709007,Russia,22041,3357
6709816,6709816,Russia,22498,3357
6710625,6710625,Russia,22236,3357
6711434,6711434,Russia,21559,3357
6712243,6712243,Russia,22430,3357
6713052,6713052,Russia,23888,3357
6713861,6713861,Russia,24522,3357
6714670,6714670,Russia,25219,3357
6715479,6715479,Russia,25769,3357
6717097,6717097,Russia,25110,3357
6717906,6717906,Russia,25133,3357
6718715,6718715,Russia,27550,3357
6719524,6719524,Russia,27246,3357
6720333,6720333,Russia,29362,3357
6721142,6721142,Russia,28647,3357
6721951,6721951,Russia,29409,3357
6722760,6722760,Russia,28190,3357
6723569,6723569,Russia,28717,3357
6724378,6724378,Russia,31299,3357
6725187,6725187,Russia,32196,3357
6725996,6725996,Russia,33208,3357
6726805,6726805,Russia,34303,3357
6727614,6727614,Russia,34325,3357
6728423,6728423,Russia,33740,3357
6729232,6729232,Russia,34073,3357
6730041,6730041,Russia,36339,3357
6730850,6730850,Russia,37141,3357
6731659,6731659,Russia,37678,3357
6732468,6732468,Russia,35660,3357
6733277,6733277,Russia,37930,3357
6734086,6734086,Russia,36446,3357
6734895,6734895,Russia,36582,3357
6735704,6735704,Russia,40096,3357
6736513,6736513,Russia,39849,3357
6737322,6737322,Russia,40251,3357
6738131,6738131,Russia,40993,3357
6738940,6738940,Russia,40402,3357
6739749,6739749,Russia,39008,3357
6740558,6740558,Russia,40443,3357
6741367,6741367,Russia,40217,3357
6742176,6742176,Russia,40735,3357
6742985,6742985,Russia,41335,3357
6743794,6743794,Russia,39165,3357
6744603,6744603,Russia,39400,3357
6745412,6745412,Russia,39160,3357
6746221,6746221,Russia,38058,3357
6747030,6747030,Russia,40759,3357
6747839,6747839,Russia,40123,3357
6748648,6748648,Russia,39256,3357
6749457,6749457,Russia,38823,3357
6750266,6750266,Russia,38420,3357
6751075,6751075,Russia,36818,3357
6751884,6751884,Russia,36626,3357
6752693,6752693,Russia,37374,3357
6754311,6754311,Russia,37120,3357
6755120,6755120,Russia,36970,3357
6755929,6755929,Russia,35681,3357
6756738,6756738,Russia,33996,3357
6757547,6757547,Russia,33558,3357
6758356,6758356,Russia,33796,3357
6759165,6759165,Russia,34690,3357
6759974,6759974,Russia,33946,3357
6760783,6760783,Russia,33548,3357
6761592,6761592,Russia,33860,3357
6762401,6762401,Russia,32648,3357
6763210,6763210,Russia,32837,3357
6764019,6764019,Russia,33389,3357
6764828,6764828,Russia,32930,3357
6765637,6765637,Russia,32974,3357
6766446,6766446,Russia,32602,3357
6767255,6767255,Russia,32136,3357
6768064,6768064,Russia,31096,3357
6768873,6768873,Russia,30752,3357
6770491,6770491,Russia,30873,3357
6771300,6771300,Russia,30288,3357
6772109,6772109,Russia,29929,3357
6772918,6772918,Russia,29558,3357
6773727,6773727,Russia,28343,3357
6774536,6774536,Russia,28363,3357
6775345,6775345,Russia,28486,3357
6776154,6776154,Russia,27743,3357
6776963,6776963,Russia,27434,3357
6777772,6777772,Russia,27967,3357
6778581,6778581,Russia,27022,3357
6779390,6779390,Russia,25907,3357
6780199,6780199,Russia,25264,3357
6781008,6781008,Russia,25667,3357
6781817,6781817,Russia,24703,3357
6782626,6782626,Russia,24946,3357
6783435,6783435,Russia,23721,3357
6784244,6784244,Russia,23210,3357
6785053,6785053,Russia,21922,3357
6785862,6785862,Russia,21119,3357
6786671,6786671,Russia,21073,3357
6787480,6787480,Russia,20638,3357
6788289,6788289,Russia,19751,3357
6789098,6789098,Russia,18233,3357
6789907,6789907,Russia,16343,3357
6790716,6790716,Russia,15903,3357
6791525,6791525,Russia,15772,3357
6793143,6793143,Russia,16735,3357
6793952,6793952,Russia,16568,3357
6794761,6794761,Russia,16246,3357
6795570,6795570,Russia,15830,3357
6796379,6796379,Russia,17525,3357
6797188,6797188,Russia,17946,3357
6798806,6798806,Russia,23820,3357
6799615,6799615,Russia,27179,3357
6800424,6800424,Russia,29230,3357
6801233,6801233,Russia,30726,3357
6802042,6802042,Russia,31252,3357
6802851,6802851,Russia,33899,3357
6803660,6803660,Russia,38850,3357
6804469,6804469,Russia,49513,3357
6805278,6805278,Russia,57212,3357
6806087,6806087,Russia,63205,3357
6806896,6806896,Russia,65109,3357
6807705,6807705,Russia,67809,3357
6808514,6808514,Russia,74692,3357
6809323,6809323,Russia,88816,3357
6810132,6810132,Russia,98040,3357
6810941,6810941,Russia,113122,3357
6811750,6811750,Russia,121228,3357
6812559,6812559,Russia,124070,3357
6813368,6813368,Russia,125836,3357
6814177,6814177,Russia,141883,3357
6814986,6814986,Russia,155768,3357
6815795,6815795,Russia,168201,3357
6816604,6816604,Russia,177282,3357
6817413,6817413,Russia,180071,3357
6818222,6818222,Russia,171905,3357
6819031,6819031,Russia,165643,3357
6819840,6819840,Russia,183103,3357
6820649,6820649,Russia,197076,3357
6821458,6821458,Russia,203949,3357
6822267,6822267,Russia,203766,3357
6823076,6823076,Russia,197949,3357
6823885,6823885,Russia,180456,3357
6824694,6824694,Russia,166631,3357
6825503,6825503,Russia,179284,3357
6826312,6826312,Russia,180622,3357
6827930,6827930,Russia,179147,3357
6828739,6828739,Russia,170699,3357
6829548,6829548,Russia,152337,3357
6830357,6830357,Russia,135172,3357
6831166,6831166,Russia,137642,3357
6831975,6831975,Russia,132998,3357
6832784,6832784,Russia,123460,3357
6833593,6833593,Russia,123175,3357
6834402,6834402,Russia,115913,3357
6835211,6835211,Russia,106920,3357
6836020,6836020,Russia,97333,3357
6836829,6836829,Russia,97455,3357
6837638,6837638,Russia,93026,3357
6838447,6838447,Russia,89174,3357
6839256,6839256,Russia,86769,3357
6840065,6840065,Russia,79863,3357
6840874,6840874,Russia,73162,3357
6841683,6841683,Russia,66576,3357
6842492,6842492,Russia,58675,3357
6843301,6843301,Russia,51231,3357
6844110,6844110,Russia,50743,3357
6844919,6844919,Russia,48154,3357
6845728,6845728,Russia,44989,3357
6846537,6846537,Russia,41055,3357
6847346,6847346,Russia,36678,3357
6848155,6848155,Russia,36519,3357
6848964,6848964,Russia,34819,3357
6849773,6849773,Russia,34442,3357
6850582,6850582,Russia,32958,3357
6851391,6851391,Russia,31035,3357
6852200,6852200,Russia,28709,3357
6853009,6853009,Russia,26394,3357
6853818,6853818,Russia,26826,3357
6854627,6854627,Russia,25387,3357
6855436,6855436,Russia,25382,3357
6857054,6857054,Russia,23280,3357
6857863,6857863,Russia,21101,3357
6858672,6858672,Russia,19660,3357
6859481,6859481,Russia,20145,3357
6860290,6860290,Russia,19277,3357
6861099,6861099,Russia,19164,3357
6861908,6861908,Russia,17949,3357
6862717,6862717,Russia,16828,3357
6863526,6863526,Russia,15291,3357
6865953,6865953,Russia,14355,3357
6867571,6867571,Russia,13573,3357
6868380,6868380,Russia,13056,3357
6869189,6869189,Russia,11855,3357
6869998,6869998,Russia,10910,3357
6870807,6870807,Russia,11754,3357
6871616,6871616,Russia,11348,3357
6872425,6872425,Russia,11432,3357
6873234,6873234,Russia,11095,3357
6874043,6874043,Russia,10263,3357
6875661,6875661,Russia,8640,3357
6876470,6876470,Russia,9195,3357
6877279,6877279,Russia,8875,3357
6878088,6878088,Russia,9001,3357
6878897,6878897,Russia,8829,3357
6880515,6880515,Russia,7651,3357
6881324,6881324,Russia,7107,3357
6882133,6882133,Russia,7705,3357
6882942,6882942,Russia,7681,3357
6883751,6883751,Russia,7710,3357
6884560,6884560,Russia,7363,3357
6885369,6885369,Russia,7047,3357
6886178,6886178,Russia,6207,3357
6886987,6886987,Russia,5466,3357
6887796,6887796,Russia,5093,3357
6888605,6888605,Russia,5011,3357
6889414,6889414,Russia,5541,3357
6890223,6890223,Russia,5500,3357
6891032,6891032,Russia,5447,3357
6891841,6891841,Russia,5030,3357
6892650,6892650,Russia,4531,3357
6893459,6893459,Russia,4102,3357
6894268,6894268,Russia,4065,3357
6895077,6895077,Russia,4896,3357
6895886,6895886,Russia,5047,3357
6896695,6896695,Russia,4956,3357
6897504,6897504,Russia,4543,3357
6898313,6898313,Russia,4122,3357
