,Unnamed: 0.1,Unnamed: 0,Country,Daily new confirmed cases of COVID-19,daily_vaccinations
1130,1334934,1334934,Brazil,5797.0,997
1131,1335711,1335711,Brazil,13424.0,997
1132,1336488,1336488,Brazil,17184.0,997
1133,1337265,1337265,Brazil,15268.0,997
1134,1338042,1338042,Brazil,11965.0,997
1135,1338819,1338819,Brazil,10693.0,997
1136,1339596,1339596,Brazil,6761.0,997
1137,1340373,1340373,Brazil,3838.0,997
1138,1341150,1341150,Brazil,6431.0,997
1139,1341927,1341927,Brazil,14661.0,997
1140,1342704,1342704,Brazil,13352.0,997
1141,1343481,1343481,Brazil,13321.0,997
1128,1333380,1333380,Brazil,11716.0,997
1112,1320948,1320948,Brazil,15591.0,997
1111,1320171,1320171,Brazil,17893.0,997
1110,1319394,1319394,Brazil,20528.0,997
1081,1296861,1296861,Brazil,9154.0,997
1082,1297638,1297638,Brazil,13645.0,997
1083,1298415,1298415,Brazil,14430.0,997
1084,1299192,1299192,Brazil,30891.0,997
1085,1299969,1299969,Brazil,15951.0,997
1086,1300746,1300746,Brazil,14314.0,997
1087,1301523,1301523,Brazil,10615.0,997
1088,1302300,1302300,Brazil,6645.0,997
1089,1303077,1303077,Brazil,13406.0,997
1090,1303854,1303854,Brazil,14780.0,997
1073,1289091,1289091,Brazil,27345.0,997
1092,1305408,1305408,Brazil,11202.0,997
1093,1306185,1306185,Brazil,150106.0,997
1094,1306962,1306962,Brazil,9458.0,997
1095,1307739,1307739,Brazil,7884.0,997
1096,1308516,1308516,Brazil,,997
1097,1309293,1309293,Brazil,36473.0,997
1098,1310070,1310070,Brazil,24611.0,997
1099,1310847,1310847,Brazil,19438.0,997
1100,1311624,1311624,Brazil,15688.0,997
1101,1312401,1312401,Brazil,8668.0,997
1102,1313178,1313178,Brazil,14423.0,997
1103,1313955,1313955,Brazil,15395.0,997
1104,1314732,1314732,Brazil,17756.0,997
1105,1315509,1315509,Brazil,27527.0,997
1106,1316286,1316286,Brazil,18578.0,997
1107,1317063,1317063,Brazil,13466.0,997
1108,1317840,1317840,Brazil,9004.0,997
1109,1318617,1318617,Brazil,10425.0,997
1142,1344258,1344258,Brazil,11866.0,997
1143,1345035,1345035,Brazil,6115.0,997
1144,1345812,1345812,Brazil,5638.0,997
1145,1346589,1346589,Brazil,10948.0,997
1179,1373007,1373007,Brazil,2082.0,997
1180,1373784,1373784,Brazil,3826.0,997
1181,1374561,1374561,Brazil,5446.0,997
1182,1375338,1375338,Brazil,3720.0,997
1183,1376115,1376115,Brazil,4079.0,997
1184,1376892,1376892,Brazil,3323.0,997
1185,1377669,1377669,Brazil,1419.0,997
1186,1378446,1378446,Brazil,2094.0,997
1187,1379223,1379223,Brazil,3621.0,997
1188,1380000,1380000,Brazil,3451.0,997
1189,1380777,1380777,Brazil,3645.0,997
1190,1381554,1381554,Brazil,4164.0,997
1191,1383108,1383108,Brazil,8699.0,997
1192,1383885,1383885,Brazil,6840.0,997
1193,1384662,1384662,Brazil,8430.0,997
1194,1385439,1385439,Brazil,9128.0,997
1195,1386216,1386216,Brazil,13405.0,997
1196,1386993,1386993,Brazil,10282.0,997
1197,1387770,1387770,Brazil,3986.0,997
1198,1388547,1388547,Brazil,1721.0,997
1199,1389324,1389324,Brazil,11850.0,997
1200,1390101,1390101,Brazil,18759.0,997
1201,1390878,1390878,Brazil,27267.0,997
1202,1391655,1391655,Brazil,35826.0,997
1203,1392432,1392432,Brazil,63292.0,997
1204,1393209,1393209,Brazil,49303.0,997
1205,1393986,1393986,Brazil,24382.0,997
1206,1394763,1394763,Brazil,34788.0,997
1207,1395540,1395540,Brazil,70765.0,997
1178,1372230,1372230,Brazil,1688.0,997
1209,1397094,1397094,Brazil,98826.0,997
1177,1371453,1371453,Brazil,3355.0,997
1175,1369899,1369899,Brazil,9278.0,997
1146,1347366,1347366,Brazil,12273.0,997
1147,1348143,1348143,Brazil,15300.0,997
1148,1348920,1348920,Brazil,14598.0,997
1149,1349697,1349697,Brazil,14642.0,997
1150,1350474,1350474,Brazil,4129.0,997
1151,1351251,1351251,Brazil,2799.0,997
1152,1352028,1352028,Brazil,4918.0,997
1153,1352805,1352805,Brazil,11977.0,997
1154,1353582,1353582,Brazil,12301.0,997
1155,1354359,1354359,Brazil,13355.0,997
1156,1355136,1355136,Brazil,8833.0,997
1157,1355913,1355913,Brazil,5126.0,997
1158,1356690,1356690,Brazil,2594.0,997
1159,1357467,1357467,Brazil,10312.0,997
1160,1358244,1358244,Brazil,12930.0,997
1161,1359021,1359021,Brazil,12126.0,997
1162,1359798,1359798,Brazil,12392.0,997
1163,1360575,1360575,Brazil,9233.0,997
1164,1361352,1361352,Brazil,4043.0,997
1165,1362129,1362129,Brazil,3843.0,997
1166,1362906,1362906,Brazil,9710.0,997
1167,1363683,1363683,Brazil,11413.0,997
1168,1364460,1364460,Brazil,12910.0,997
1169,1365237,1365237,Brazil,10627.0,997
1170,1366014,1366014,Brazil,8838.0,997
1171,1366791,1366791,Brazil,4844.0,997
1172,1367568,1367568,Brazil,4385.0,997
1173,1368345,1368345,Brazil,10250.0,997
1174,1369122,1369122,Brazil,10055.0,997
1176,1370676,1370676,Brazil,7765.0,997
1340,1502766,1502766,Brazil,8195.0,997
1091,1304631,1304631,Brazil,34407.0,997
1342,1504320,1504320,Brazil,41377.0,997
1508,1637187,1637187,Brazil,28452.0,997
1509,1637964,1637964,Brazil,7714.0,997
1510,1638741,1638741,Brazil,4325.0,997
1511,1639518,1639518,Brazil,23760.0,997
1512,1640295,1640295,Brazil,16858.0,997
1513,1641072,1641072,Brazil,29884.0,997
1514,1641849,1641849,Brazil,22637.0,997
1515,1642626,1642626,Brazil,44830.0,997
1516,1644180,1644180,Brazil,18698.0,997
1517,1644957,1644957,Brazil,20385.0,997
1518,1645734,1645734,Brazil,44039.0,997
1519,1646511,1646511,Brazil,33534.0,997
1520,1647288,1647288,Brazil,35978.0,997
1507,1636410,1636410,Brazil,32970.0,997
1521,1648842,1648842,Brazil,24227.0,997
1523,1650396,1650396,Brazil,27086.0,997
1524,1651173,1651173,Brazil,55908.0,997
1525,1651950,1651950,Brazil,45682.0,997
1526,1652727,1652727,Brazil,33935.0,997
1527,1654281,1654281,Brazil,39045.0,997
1528,1655058,1655058,Brazil,6777.0,997
1529,1655835,1655835,Brazil,66232.0,997
1530,1657389,1657389,Brazil,107641.0,997
1531,1658166,1658166,Brazil,58421.0,997
1532,1658943,1658943,Brazil,59694.0,997
1533,1659720,1659720,Brazil,22584.0,997
1534,1660497,1660497,Brazil,9868.0,997
1535,1661274,1661274,Brazil,43085.0,997
1522,1649619,1649619,Brazil,7332.0,997
1506,1635633,1635633,Brazil,14946.0,997
1505,1634856,1634856,Brazil,2073.0,997
1504,1634079,1634079,Brazil,8123.0,997
1475,1611546,1611546,Brazil,380.0,997
1476,1612323,1612323,Brazil,5532.0,997
1477,1613100,1613100,Brazil,8283.0,997
1478,1613877,1613877,Brazil,8447.0,997
1479,1614654,1614654,Brazil,4939.0,997
1480,1615431,1615431,Brazil,4383.0,997
1481,1616208,1616208,Brazil,1508.0,997
1482,1616985,1616985,Brazil,1636.0,997
1483,1617762,1617762,Brazil,9523.0,997
1484,1618539,1618539,Brazil,6015.0,997
1485,1619316,1619316,Brazil,7751.0,997
1486,1620093,1620093,Brazil,8183.0,997
1487,1620870,1620870,Brazil,6969.0,997
1488,1621647,1621647,Brazil,1842.0,997
1489,1622424,1622424,Brazil,797.0,997
1490,1623201,1623201,Brazil,3883.0,997
1491,1623978,1623978,Brazil,8286.0,997
1492,1624755,1624755,Brazil,2302.0,997
1493,1625532,1625532,Brazil,6971.0,997
1494,1626309,1626309,Brazil,2755.0,997
1495,1627086,1627086,Brazil,1310.0,997
1496,1627863,1627863,Brazil,1077.0,997
1497,1628640,1628640,Brazil,4042.0,997
1498,1629417,1629417,Brazil,12661.0,997
1499,1630194,1630194,Brazil,9406.0,997
1500,1630971,1630971,Brazil,12017.0,997
1501,1631748,1631748,Brazil,18622.0,997
1502,1632525,1632525,Brazil,3739.0,997
1503,1633302,1633302,Brazil,994.0,997
1536,1662051,1662051,Brazil,56697.0,997
1537,1662828,1662828,Brazil,42681.0,997
1538,1663605,1663605,Brazil,48404.0,997
1539,1664382,1664382,Brazil,31492.0,997
1573,1695462,1695462,Brazil,13363.0,997
1574,1696239,1696239,Brazil,19973.0,997
1575,1697016,1697016,Brazil,8742.0,997
1576,1697793,1697793,Brazil,1561.0,997
1577,1698570,1698570,Brazil,727.0,997
1578,1699347,1699347,Brazil,9828.0,997
1579,1700124,1700124,Brazil,9217.0,997
1580,1700901,1700901,Brazil,19899.0,997
1581,1701678,1701678,Brazil,9733.0,997
1582,1702455,1702455,Brazil,12716.0,997
1583,1703232,1703232,Brazil,2193.0,997
1584,1704009,1704009,Brazil,298.0,997
1585,1704786,1704786,Brazil,20662.0,997
1586,1706340,1706340,Brazil,7396.0,997
1587,1707117,1707117,Brazil,9625.0,997
1588,1707894,1707894,Brazil,17169.0,997
1589,1708671,1708671,Brazil,1691.0,997
1590,1709448,1709448,Brazil,484.0,997
1591,1710225,1710225,Brazil,417.0,997
1592,1711002,1711002,Brazil,1880.0,997
1593,1711779,1711779,Brazil,5174.0,997
1594,1712556,1712556,Brazil,11616.0,997
1595,1713333,1713333,Brazil,11587.0,997
1596,1714110,1714110,Brazil,2934.0,997
1597,1714887,1714887,Brazil,952.0,997
1077,1293753,1293753,Brazil,26280.0,997
1076,1292199,1292199,Brazil,24589.0,997
1075,1291422,1291422,Brazil,10466.0,997
1341,1503543,1503543,Brazil,24082.0,997
1572,1694685,1694685,Brazil,16766.0,997
1474,1610769,1610769,Brazil,2216.0,997
1571,1693908,1693908,Brazil,13553.0,997
1569,1692354,1692354,Brazil,2511.0,997
1540,1666713,1666713,Brazil,66052.0,997
1541,1667490,1667490,Brazil,35898.0,997
1542,1668267,1668267,Brazil,38434.0,997
1543,1669044,1669044,Brazil,37694.0,997
1544,1669821,1669821,Brazil,28866.0,997
1545,1672152,1672152,Brazil,31085.0,997
1546,1672929,1672929,Brazil,28057.0,997
1547,1673706,1673706,Brazil,32715.0,997
1548,1674483,1674483,Brazil,27674.0,997
1549,1675260,1675260,Brazil,26402.0,997
1550,1676037,1676037,Brazil,11172.0,997
1551,1676814,1676814,Brazil,1664.0,997
1552,1677591,1677591,Brazil,21236.0,997
1553,1678368,1678368,Brazil,41146.0,997
1554,1679145,1679145,Brazil,26433.0,997
1555,1679922,1679922,Brazil,19070.0,997
1556,1681476,1681476,Brazil,26779.0,997
1557,1682253,1682253,Brazil,3385.0,997
1558,1683030,1683030,Brazil,12688.0,997
1559,1683807,1683807,Brazil,24260.0,997
1560,1684584,1684584,Brazil,12797.0,997
1561,1685361,1685361,Brazil,21031.0,997
1562,1686915,1686915,Brazil,4650.0,997
1563,1687692,1687692,Brazil,552.0,997
1564,1688469,1688469,Brazil,12860.0,997
1565,1689246,1689246,Brazil,20497.0,997
1566,1690023,1690023,Brazil,17267.0,997
1567,1690800,1690800,Brazil,11450.0,997
1568,1691577,1691577,Brazil,11140.0,997
1570,1693131,1693131,Brazil,483.0,997
1473,1609992,1609992,Brazil,6597.0,997
1312,1480233,1480233,Brazil,15194.0,997
1471,1608438,1608438,Brazil,5114.0,997
1376,1530738,1530738,Brazil,45501.0,997
1377,1531515,1531515,Brazil,74591.0,997
1378,1532292,1532292,Brazil,77166.0,997
1379,1533069,1533069,Brazil,72050.0,997
1380,1533846,1533846,Brazil,71114.0,997
1381,1534623,1534623,Brazil,43657.0,997
1382,1536177,1536177,Brazil,66006.0,997
1383,1536954,1536954,Brazil,64048.0,997
1384,1537731,1537731,Brazil,72224.0,997
1385,1538508,1538508,Brazil,65379.0,997
1386,1539285,1539285,Brazil,107959.0,997
1387,1540062,1540062,Brazil,40149.0,997
1388,1540839,1540839,Brazil,10852.0,997
1389,1541616,1541616,Brazil,38697.0,997
1390,1542393,1542393,Brazil,57999.0,997
1391,1543170,1543170,Brazil,56480.0,997
1392,1543947,1543947,Brazil,51433.0,997
1393,1545501,1545501,Brazil,75806.0,997
1394,1546278,1546278,Brazil,9823.0,997
1395,1547055,1547055,Brazil,30609.0,997
1396,1547832,1547832,Brazil,37914.0,997
1397,1548609,1548609,Brazil,44514.0,997
1398,1549386,1549386,Brazil,44592.0,997
1399,1550163,1550163,Brazil,41713.0,997
1400,1550940,1550940,Brazil,22889.0,997
1401,1551717,1551717,Brazil,20313.0,997
1402,1552494,1552494,Brazil,22064.0,997
1403,1553271,1553271,Brazil,34464.0,997
1404,1554048,1554048,Brazil,33633.0,997
1375,1529961,1529961,Brazil,18575.0,997
1405,1554825,1554825,Brazil,40433.0,997
1374,1529184,1529184,Brazil,37784.0,997
1372,1527630,1527630,Brazil,75139.0,997
1343,1505097,1505097,Brazil,40979.0,997
1472,1609215,1609215,Brazil,3212.0,997
1344,1505874,1505874,Brazil,41273.0,997
1345,1506651,1506651,Brazil,36189.0,997
1347,1508205,1508205,Brazil,6266.0,997
1348,1508982,1508982,Brazil,35783.0,997
1349,1509759,1509759,Brazil,71045.0,997
1350,1510536,1510536,Brazil,49614.0,997
1351,1511313,1511313,Brazil,45073.0,997
1352,1512090,1512090,Brazil,56491.0,997
1353,1512867,1512867,Brazil,27796.0,997
1354,1513644,1513644,Brazil,11728.0,997
1355,1514421,1514421,Brazil,40173.0,997
1356,1515198,1515198,Brazil,44441.0,997
1357,1515975,1515975,Brazil,70290.0,997
1358,1516752,1516752,Brazil,32934.0,997
1359,1517529,1517529,Brazil,28672.0,997
1360,1518306,1518306,Brazil,20127.0,997
1361,1519083,1519083,Brazil,10691.0,997
1362,1519860,1519860,Brazil,50272.0,997
1363,1520637,1520637,Brazil,64362.0,997
1364,1521414,1521414,Brazil,71906.0,997
1365,1522191,1522191,Brazil,72049.0,997
1366,1522968,1522968,Brazil,60384.0,997
1367,1523745,1523745,Brazil,38793.0,997
1368,1524522,1524522,Brazil,16679.0,997
1369,1525299,1525299,Brazil,51678.0,997
1370,1526076,1526076,Brazil,76638.0,997
1371,1526853,1526853,Brazil,75925.0,997
1373,1528407,1528407,Brazil,76045.0,997
1406,1555602,1555602,Brazil,29976.0,997
1346,1507428,1507428,Brazil,15590.0,997
1408,1557156,1557156,Brazil,7198.0,997
1442,1585128,1585128,Brazil,7809.0,997
1443,1585905,1585905,Brazil,10420.0,997
1444,1586682,1586682,Brazil,14525.0,997
1445,1587459,1587459,Brazil,9931.0,997
1446,1588236,1588236,Brazil,10252.0,997
1447,1589013,1589013,Brazil,2978.0,997
1448,1589790,1589790,Brazil,4984.0,997
1449,1590567,1590567,Brazil,4980.0,997
1450,1591344,1591344,Brazil,8741.0,997
1451,1592121,1592121,Brazil,7179.0,997
1452,1592898,1592898,Brazil,8708.0,997
1453,1593675,1593675,Brazil,7772.0,997
1454,1594452,1594452,Brazil,6567.0,997
1441,1583574,1583574,Brazil,9409.0,997
1455,1595229,1595229,Brazil,1226.0,997
1457,1596783,1596783,Brazil,8289.0,997
1458,1597560,1597560,Brazil,7613.0,997
1459,1598337,1598337,Brazil,9541.0,997
1460,1599114,1599114,Brazil,8793.0,997
1461,1599891,1599891,Brazil,5986.0,997
1462,1600668,1600668,Brazil,1023.0,997
1463,1601445,1601445,Brazil,4996.0,997
1464,1602222,1602222,Brazil,7367.0,997
1465,1602999,1602999,Brazil,7121.0,997
1466,1603776,1603776,Brazil,8216.0,997
1467,1604553,1604553,Brazil,7904.0,997
1470,1607661,1607661,Brazil,7350.0,997
1407,1556379,1556379,Brazil,16703.0,997
1456,1596006,1596006,Brazil,6068.0,997
1440,1582797,1582797,Brazil,12710.0,997
1468,1605330,1605330,Brazil,3888.0,997
1438,1581243,1581243,Brazil,8892.0,997
1409,1557933,1557933,Brazil,17409.0,997
1439,1582020,1582020,Brazil,4206.0,997
1410,1558710,1558710,Brazil,30220.0,997
1411,1559487,1559487,Brazil,30935.0,997
1412,1560264,1560264,Brazil,27644.0,997
1413,1561041,1561041,Brazil,23552.0,997
1414,1561818,1561818,Brazil,17726.0,997
1415,1562595,1562595,Brazil,4429.0,997
1416,1563372,1563372,Brazil,7954.0,997
1417,1564149,1564149,Brazil,23040.0,997
1418,1564926,1564926,Brazil,21927.0,997
1419,1565703,1565703,Brazil,22167.0,997
1420,1566480,1566480,Brazil,18863.0,997
1421,1567257,1567257,Brazil,15548.0,997
1422,1568034,1568034,Brazil,5079.0,997
1469,1606884,1606884,Brazil,4682.0,997
1424,1569588,1569588,Brazil,20241.0,997
1423,1568811,1568811,Brazil,6218.0,997
1436,1578912,1578912,Brazil,9672.0,997
1435,1578135,1578135,Brazil,11722.0,997
1434,1577358,1577358,Brazil,11471.0,997
1433,1576581,1576581,Brazil,14821.0,997
1432,1575804,1575804,Brazil,15842.0,997
1437,1580466,1580466,Brazil,13392.0,997
1430,1574250,1574250,Brazil,12458.0,997
1429,1573473,1573473,Brazil,3452.0,997
1426,1571142,1571142,Brazil,21039.0,997
1428,1572696,1572696,Brazil,12386.0,997
1427,1571919,1571919,Brazil,18270.0,997
1425,1570365,1570365,Brazil,18277.0,997
1431,1575027,1575027,Brazil,16806.0,997
5792,8319004,8319004,South Africa,11381.0,1130
5791,8317524,8317524,South Africa,9780.0,1130
5790,8316784,8316784,South Africa,9010.0,1130
5789,8316044,8316044,South Africa,12267.0,1130
5786,8313824,8313824,South Africa,18503.0,1130
5787,8314564,8314564,South Africa,14880.0,1130
5785,8312344,8312344,South Africa,13105.0,1130
5784,8310864,8310864,South Africa,17421.0,1130
5783,8310124,8310124,South Africa,21606.0,1130
5782,8309384,8309384,South Africa,21980.0,1130
5788,8315304,8315304,South Africa,13973.0,1130
5793,8319744,8319744,South Africa,11761.0,1130
5795,8321224,8321224,South Africa,8147.0,1130
5796,8321964,8321964,South Africa,4551.0,1130
5797,8322704,8322704,South Africa,6041.0,1130
5798,8323444,8323444,South Africa,7070.0,1130
5781,8308644,8308644,South Africa,20999.0,1130
5800,8324924,8324924,South Africa,6141.0,1130
5801,8325664,8325664,South Africa,5297.0,1130
5802,8326404,8326404,South Africa,4525.0,1130
5803,8327144,8327144,South Africa,2548.0,1130
5804,8328624,8328624,South Africa,4058.0,1130
5805,8329364,8329364,South Africa,3751.0,1130
5806,8330104,8330104,South Africa,3749.0,1130
5807,8330844,8330844,South Africa,3184.0,1130
5808,8331584,8331584,South Africa,2435.0,1130
5794,8320484,8320484,South Africa,12271.0,1130
5799,8324184,8324184,South Africa,7150.0,1130
5774,8302724,8302724,South Africa,17710.0,1130
5779,8307164,8307164,South Africa,14410.0,1130
5751,8282744,8282744,South Africa,4400.0,1130
5809,8335284,8335284,South Africa,2781.0,1130
5752,8283484,8283484,South Africa,4932.0,1130
5753,8284224,8284224,South Africa,4645.0,1130
5754,8284964,8284964,South Africa,4116.0,1130
5755,8285704,8285704,South Africa,3313.0,1130
5756,8287184,8287184,South Africa,6709.0,1130
5757,8287924,8287924,South Africa,8166.0,1130
5758,8288664,8288664,South Africa,8319.0,1130
5759,8289404,8289404,South Africa,7882.0,1130
5760,8290884,8290884,South Africa,5163.0,1130
5761,8291624,8291624,South Africa,7552.0,1130
5762,8292364,8292364,South Africa,10008.0,1130
5763,8293104,8293104,South Africa,9126.0,1130
5764,8293844,8293844,South Africa,8725.0,1130
5765,8294584,8294584,South Africa,10939.0,1130
5767,8296804,8296804,South Africa,9501.0,1130
5768,8297544,8297544,South Africa,14046.0,1130
5769,8298284,8298284,South Africa,14305.0,1130
5770,8299024,8299024,South Africa,14796.0,1130
5771,8299764,8299764,South Africa,11552.0,1130
5772,8300504,8300504,South Africa,9502.0,1130
5773,8301244,8301244,South Africa,7458.0,1130
5775,8303464,8303464,South Africa,18400.0,1130
5776,8304204,8304204,South Africa,16326.0,1130
5777,8305684,8305684,South Africa,11859.0,1130
5778,8306424,8306424,South Africa,12601.0,1130
5780,8307904,8307904,South Africa,21832.0,1130
5766,8296064,8296064,South Africa,8789.0,1130
5840,8397444,8397444,South Africa,2256.0,1130
5811,8336764,8336764,South Africa,1744.0,1130
5845,8404844,8404844,South Africa,1757.0,1130
5846,8405584,8405584,South Africa,2355.0,1130
5847,8406324,8406324,South Africa,3522.0,1130
5848,8407804,8407804,South Africa,3332.0,1130
5849,8408544,8408544,South Africa,4236.0,1130
5850,8410024,8410024,South Africa,2383.0,1130
5851,8410764,8410764,South Africa,3084.0,1130
5852,8411504,8411504,South Africa,4623.0,1130
5853,8412244,8412244,South Africa,4424.0,1130
5854,8412984,8412984,South Africa,4576.0,1130
5855,8413724,8413724,South Africa,4515.0,1130
5856,8414464,8414464,South Africa,3755.0,1130
5857,8415944,8415944,South Africa,3614.0,1130
5858,8416684,8416684,South Africa,5782.0,1130
5859,8417424,8417424,South Africa,5360.0,1130
5860,8418164,8418164,South Africa,5668.0,1130
5861,8418904,8418904,South Africa,5450.0,1130
5862,8419644,8419644,South Africa,5073.0,1130
5863,8421124,8421124,South Africa,4209.0,1130
5864,8421864,8421864,South Africa,8881.0,1130
5865,8422604,8422604,South Africa,9147.0,1130
5866,8423344,8423344,South Africa,8020.0,1130
5867,8424084,8424084,South Africa,9319.0,1130
5868,8424824,8424824,South Africa,7657.0,1130
5869,8425564,8425564,South Africa,5548.0,1130
5870,8426304,8426304,South Africa,8436.0,1130
5750,8282004,8282004,South Africa,4173.0,1130
5844,8401884,8401884,South Africa,3221.0,1130
5843,8401144,8401144,South Africa,2759.0,1130
5842,8400404,8400404,South Africa,1548.0,1130
5841,8399664,8399664,South Africa,1129.0,1130
5812,8338244,8338244,South Africa,1210.0,1130
5813,8338984,8338984,South Africa,2320.0,1130
5814,8339724,8339724,South Africa,2327.0,1130
5815,8341204,8341204,South Africa,1690.0,1130
5816,8341944,8341944,South Africa,1429.0,1130
5817,8343424,8343424,South Africa,998.0,1130
5818,8344904,8344904,South Africa,1676.0,1130
5819,8350824,8350824,South Africa,1313.0,1130
5820,8352304,8352304,South Africa,862.0,1130
5821,8353044,8353044,South Africa,638.0,1130
5822,8354524,8354524,South Africa,1477.0,1130
5823,8356004,8356004,South Africa,1225.0,1130
5824,8357484,8357484,South Africa,1006.0,1130
5810,8336024,8336024,South Africa,2382.0,1130
5825,8363404,8363404,South Africa,599.0,1130
5827,8367104,8367104,South Africa,1387.0,1130
5828,8367844,8367844,South Africa,965.0,1130
5829,8370804,8370804,South Africa,1294.0,1130
5830,8372284,8372284,South Africa,777.0,1130
5831,8375984,8375984,South Africa,1366.0,1130
5832,8376724,8376724,South Africa,1267.0,1130
5833,8377464,8377464,South Africa,1285.0,1130
5834,8381904,8381904,South Africa,1424.0,1130
5835,8384864,8384864,South Africa,853.0,1130
5836,8389304,8389304,South Africa,849.0,1130
5837,8390044,8390044,South Africa,880.0,1130
5838,8394484,8394484,South Africa,897.0,1130
5839,8396704,8396704,South Africa,2149.0,1130
5826,8365624,8365624,South Africa,1554.0,1130
5749,8279044,8279044,South Africa,3198.0,1130
5685,8194684,8194684,South Africa,8307.0,1130
5747,8276824,8276824,South Africa,3250.0,1130
5657,8171004,8171004,South Africa,8773.0,1130
5658,8171744,8171744,South Africa,8971.0,1130
5659,8172484,8172484,South Africa,10134.0,1130
5660,8173224,8173224,South Africa,8810.0,1130
5661,8173964,8173964,South Africa,13673.0,1130
5662,8174704,8174704,South Africa,12349.0,1130
5663,8175444,8175444,South Africa,13497.0,1130
5664,8176184,8176184,South Africa,12058.0,1130
5665,8177664,8177664,South Africa,10496.0,1130
5666,8178404,8178404,South Africa,12757.0,1130
5667,8179144,8179144,South Africa,13172.0,1130
5668,8179884,8179884,South Africa,13373.0,1130
5669,8180624,8180624,South Africa,13285.0,1130
5670,8181364,8181364,South Africa,13449.0,1130
5671,8182104,8182104,South Africa,9300.0,1130
5672,8182844,8182844,South Africa,8170.0,1130
5673,8183584,8183584,South Africa,13150.0,1130
5674,8184324,8184324,South Africa,13104.0,1130
5675,8185804,8185804,South Africa,12204.0,1130
5676,8186544,8186544,South Africa,11233.0,1130
5677,8188024,8188024,South Africa,7232.0,1130
5678,8188764,8188764,South Africa,11362.0,1130
5679,8189504,8189504,South Africa,11046.0,1130
5680,8190244,8190244,South Africa,11014.0,1130
5681,8190984,8190984,South Africa,10107.0,1130
5682,8192464,8192464,South Africa,5377.0,1130
5683,8193204,8193204,South Africa,4456.0,1130
5656,8170264,8170264,South Africa,10853.0,1130
5655,8169524,8169524,South Africa,9063.0,1130
5654,8168784,8168784,South Africa,8728.0,1130
5653,8167304,8167304,South Africa,6945.0,1130
5625,8122904,8122904,South Africa,304.0,1130
5626,8125864,8125864,South Africa,352.0,1130
5627,8128824,8128824,South Africa,525.0,1130
5628,8131784,8131784,South Africa,724.0,1130
5629,8135484,8135484,South Africa,918.0,1130
5630,8137704,8137704,South Africa,1134.0,1130
5631,8138444,8138444,South Africa,988.0,1130
5632,8143624,8143624,South Africa,1837.0,1130
5633,8144364,8144364,South Africa,1727.0,1130
5634,8145844,8145844,South Africa,1674.0,1130
5635,8147324,8147324,South Africa,1713.0,1130
5636,8148064,8148064,South Africa,3267.0,1130
5637,8149544,8149544,South Africa,2539.0,1130
5684,8193944,8193944,South Africa,8559.0,1130
5638,8150284,8150284,South Africa,2312.0,1130
5640,8153244,8153244,South Africa,3147.0,1130
5641,8156204,8156204,South Africa,3495.0,1130
5642,8156944,8156944,South Africa,2801.0,1130
5643,8157684,8157684,South Africa,4078.0,1130
5644,8158424,8158424,South Africa,3478.0,1130
5645,8159164,8159164,South Africa,3825.0,1130
5646,8160644,8160644,South Africa,4621.0,1130
5647,8161384,8161384,South Africa,4288.0,1130
5648,8162124,8162124,South Africa,4518.0,1130
5649,8162864,8162864,South Africa,5688.0,1130
5650,8163604,8163604,South Africa,6579.0,1130
5651,8165824,8165824,South Africa,6334.0,1130
5652,8166564,8166564,South Africa,6130.0,1130
5639,8151764,8151764,South Africa,2112.0,1130
5748,8277564,8277564,South Africa,3069.0,1130
5871,8427044,8427044,South Africa,13246.0,1130
5687,8196164,8196164,South Africa,7712.0,1130
5720,8246484,8246484,South Africa,1770.0,1130
5721,8247224,8247224,South Africa,2019.0,1130
5722,8247964,8247964,South Africa,1928.0,1130
5723,8248704,8248704,South Africa,1662.0,1130
5724,8249444,8249444,South Africa,1461.0,1130
5725,8250184,8250184,South Africa,1050.0,1130
5726,8251664,8251664,South Africa,2156.0,1130
5727,8253144,8253144,South Africa,1834.0,1130
5728,8253884,8253884,South Africa,1622.0,1130
5729,8254624,8254624,South Africa,891.0,1130
5730,8255364,8255364,South Africa,1092.0,1130
5731,8256104,8256104,South Africa,1863.0,1130
5732,8259064,8259064,South Africa,1371.0,1130
5733,8262024,8262024,South Africa,1866.0,1130
5734,8262764,8262764,South Africa,1761.0,1130
5735,8265724,8265724,South Africa,1729.0,1130
5736,8266464,8266464,South Africa,2140.0,1130
5737,8267204,8267204,South Africa,2338.0,1130
5738,8267944,8267944,South Africa,2213.0,1130
5739,8268684,8268684,South Africa,2237.0,1130
5740,8270904,8270904,South Africa,1987.0,1130
5741,8271644,8271644,South Africa,2888.0,1130
5742,8272384,8272384,South Africa,2514.0,1130
5743,8273124,8273124,South Africa,3105.0,1130
5744,8274604,8274604,South Africa,2270.0,1130
5745,8275344,8275344,South Africa,2080.0,1130
5746,8276084,8276084,South Africa,2493.0,1130
5719,8245004,8245004,South Africa,1178.0,1130
5718,8244264,8244264,South Africa,888.0,1130
5717,8242784,8242784,South Africa,2364.0,1130
5716,8241304,8241304,South Africa,1736.0,1130
5688,8196904,8196904,South Africa,6671.0,1130
5689,8199124,8199124,South Africa,2810.0,1130
5690,8199864,8199864,South Africa,3946.0,1130
5691,8200604,8200604,South Africa,6275.0,1130
5692,8201344,8201344,South Africa,4513.0,1130
