,Unnamed: 0.1,Unnamed: 0,Country,Daily new confirmed cases of COVID-19,daily_vaccinations
5088,6859481,6859481,Russia,20145.0,3357
5087,6858672,6858672,Russia,19660.0,3357
5086,6857863,6857863,Russia,21101.0,3357
5085,6857054,6857054,Russia,23280.0,3357
5084,6855436,6855436,Russia,25382.0,3357
5083,6854627,6854627,Russia,25387.0,3357
5082,6853818,6853818,Russia,26826.0,3357
5081,6853009,6853009,Russia,26394.0,3357
5080,6852200,6852200,Russia,28709.0,3357
5079,6851391,6851391,Russia,31035.0,3357
5078,6850582,6850582,Russia,32958.0,3357
5077,6849773,6849773,Russia,34442.0,3357
5076,6848964,6848964,Russia,34819.0,3357
5075,6848155,6848155,Russia,36519.0,3357
5074,6847346,6847346,Russia,36678.0,3357
5094,6865953,6865953,Russia,14355.0,3357
4521,6365991,6365991,Russia,5395.0,3357
4522,6366800,6366800,Russia,5475.0,3357
4523,6367609,6367609,Russia,5509.0,3357
4978,6766446,6766446,Russia,32602.0,3357
4977,6765637,6765637,Russia,32974.0,3357
4976,6764828,6764828,Russia,32930.0,3357
4975,6764019,6764019,Russia,33389.0,3357
4974,6763210,6763210,Russia,32837.0,3357
4973,6762401,6762401,Russia,32648.0,3357
4972,6761592,6761592,Russia,33860.0,3357
4971,6760783,6760783,Russia,33548.0,3357
4979,6767255,6767255,Russia,32136.0,3357
4970,6759974,6759974,Russia,33946.0,3357
4968,6758356,6758356,Russia,33796.0,3357
4967,6757547,6757547,Russia,33558.0,3357
4966,6756738,6756738,Russia,33996.0,3357
4965,6755929,6755929,Russia,35681.0,3357
4964,6755120,6755120,Russia,36970.0,3357
4963,6754311,6754311,Russia,37120.0,3357
4962,6752693,6752693,Russia,37374.0,3357
4961,6751884,6751884,Russia,36626.0,3357
4969,6759165,6759165,Russia,34690.0,3357
4980,6768064,6768064,Russia,31096.0,3357
4981,6768873,6768873,Russia,30752.0,3357
4982,6770491,6770491,Russia,30873.0,3357
5001,6785862,6785862,Russia,21119.0,3357
5000,6785053,6785053,Russia,21922.0,3357
4999,6784244,6784244,Russia,23210.0,3357
4998,6783435,6783435,Russia,23721.0,3357
4997,6782626,6782626,Russia,24946.0,3357
4996,6781817,6781817,Russia,24703.0,3357
4995,6781008,6781008,Russia,25667.0,3357
4994,6780199,6780199,Russia,25264.0,3357
4993,6779390,6779390,Russia,25907.0,3357
4992,6778581,6778581,Russia,27022.0,3357
4991,6777772,6777772,Russia,27967.0,3357
4990,6776963,6776963,Russia,27434.0,3357
4989,6776154,6776154,Russia,27743.0,3357
4988,6775345,6775345,Russia,28486.0,3357
4987,6774536,6774536,Russia,28363.0,3357
4986,6773727,6773727,Russia,28343.0,3357
4985,6772918,6772918,Russia,29558.0,3357
4984,6772109,6772109,Russia,29929.0,3357
4983,6771300,6771300,Russia,30288.0,3357
4960,6751075,6751075,Russia,36818.0,3357
5002,6786671,6786671,Russia,21073.0,3357
4959,6750266,6750266,Russia,38420.0,3357
4957,6748648,6748648,Russia,39256.0,3357
4933,6729232,6729232,Russia,34073.0,3357
4932,6728423,6728423,Russia,33740.0,3357
4931,6727614,6727614,Russia,34325.0,3357
4930,6726805,6726805,Russia,34303.0,3357
4929,6725996,6725996,Russia,33208.0,3357
4928,6725187,6725187,Russia,32196.0,3357
4927,6724378,6724378,Russia,31299.0,3357
4926,6723569,6723569,Russia,28717.0,3357
4934,6730041,6730041,Russia,36339.0,3357
4925,6722760,6722760,Russia,28190.0,3357
4923,6721142,6721142,Russia,28647.0,3357
4922,6720333,6720333,Russia,29362.0,3357
4921,6719524,6719524,Russia,27246.0,3357
4920,6718715,6718715,Russia,27550.0,3357
4919,6717906,6717906,Russia,25133.0,3357
4918,6717097,6717097,Russia,25110.0,3357
4917,6715479,6715479,Russia,25769.0,3357
4916,6714670,6714670,Russia,25219.0,3357
4924,6721951,6721951,Russia,29409.0,3357
4935,6730850,6730850,Russia,37141.0,3357
4936,6731659,6731659,Russia,37678.0,3357
4937,6732468,6732468,Russia,35660.0,3357
4956,6747839,6747839,Russia,40123.0,3357
4955,6747030,6747030,Russia,40759.0,3357
4954,6746221,6746221,Russia,38058.0,3357
4953,6745412,6745412,Russia,39160.0,3357
4952,6744603,6744603,Russia,39400.0,3357
4951,6743794,6743794,Russia,39165.0,3357
4950,6742985,6742985,Russia,41335.0,3357
4949,6742176,6742176,Russia,40735.0,3357
4948,6741367,6741367,Russia,40217.0,3357
4947,6740558,6740558,Russia,40443.0,3357
4946,6739749,6739749,Russia,39008.0,3357
4945,6738940,6738940,Russia,40402.0,3357
4944,6738131,6738131,Russia,40993.0,3357
4943,6737322,6737322,Russia,40251.0,3357
4942,6736513,6736513,Russia,39849.0,3357
4941,6735704,6735704,Russia,40096.0,3357
4940,6734895,6734895,Russia,36582.0,3357
4939,6734086,6734086,Russia,36446.0,3357
4938,6733277,6733277,Russia,37930.0,3357
4958,6749457,6749457,Russia,38823.0,3357
5003,6787480,6787480,Russia,20638.0,3357
5004,6788289,6788289,Russia,19751.0,3357
5005,6789098,6789098,Russia,18233.0,3357
4547,6390261,6390261,Russia,4711.0,3357
4548,6391070,6391070,Russia,4829.0,3357
4549,6391879,6391879,Russia,4941.0,3357
4550,6393497,6393497,Russia,4993.0,3357
4551,6396733,6396733,Russia,5110.0,3357
4552,6397542,6397542,Russia,5205.0,3357
5360,7107844,7107844,Russia,5792.0,3357
5062,6837638,6837638,Russia,93026.0,3357
4546,6389452,6389452,Russia,4676.0,3357
5061,6836829,6836829,Russia,97455.0,3357
5059,6835211,6835211,Russia,106920.0,3357
5058,6834402,6834402,Russia,115913.0,3357
5057,6833593,6833593,Russia,123175.0,3357
5056,6832784,6832784,Russia,123460.0,3357
5055,6831975,6831975,Russia,132998.0,3357
5054,6831166,6831166,Russia,137642.0,3357
5053,6830357,6830357,Russia,135172.0,3357
5052,6829548,6829548,Russia,152337.0,3357
5060,6836020,6836020,Russia,97333.0,3357
4545,6388643,6388643,Russia,4696.0,3357
4544,6387834,6387834,Russia,4744.0,3357
4543,6387025,6387025,Russia,4852.0,3357
4524,6368418,6368418,Russia,5482.0,3357
4525,6369227,6369227,Russia,5462.0,3357
4526,6370036,6370036,Russia,5427.0,3357
4527,6370845,6370845,Russia,5394.0,3357
4528,6371654,6371654,Russia,5159.0,3357
4529,6372463,6372463,Russia,5204.0,3357
4530,6374890,6374890,Russia,5212.0,3357
4531,6375699,6375699,Russia,5189.0,3357
4532,6376508,6376508,Russia,5118.0,3357
4533,6377317,6377317,Russia,4945.0,3357
4534,6378126,6378126,Russia,5102.0,3357
4535,6378935,6378935,Russia,5057.0,3357
4536,6380553,6380553,Russia,5061.0,3357
4537,6381362,6381362,Russia,4969.0,3357
4538,6382171,6382171,Russia,4892.0,3357
4539,6382980,6382980,Russia,4748.0,3357
4540,6383789,6383789,Russia,4828.0,3357
4541,6385407,6385407,Russia,4870.0,3357
4542,6386216,6386216,Russia,4921.0,3357
5051,6828739,6828739,Russia,170699.0,3357
5050,6827930,6827930,Russia,179147.0,3357
5049,6826312,6826312,Russia,180622.0,3357
5048,6825503,6825503,Russia,179284.0,3357
5024,6806087,6806087,Russia,63205.0,3357
5023,6805278,6805278,Russia,57212.0,3357
5022,6804469,6804469,Russia,49513.0,3357
5021,6803660,6803660,Russia,38850.0,3357
5020,6802851,6802851,Russia,33899.0,3357
5019,6802042,6802042,Russia,31252.0,3357
5018,6801233,6801233,Russia,30726.0,3357
5017,6800424,6800424,Russia,29230.0,3357
5016,6799615,6799615,Russia,27179.0,3357
5015,6798806,6798806,Russia,23820.0,3357
5014,6797188,6797188,Russia,17946.0,3357
5013,6796379,6796379,Russia,17525.0,3357
5012,6795570,6795570,Russia,15830.0,3357
5011,6794761,6794761,Russia,16246.0,3357
5010,6793952,6793952,Russia,16568.0,3357
5009,6793143,6793143,Russia,16735.0,3357
5008,6791525,6791525,Russia,15772.0,3357
5007,6790716,6790716,Russia,15903.0,3357
5006,6789907,6789907,Russia,16343.0,3357
5025,6806896,6806896,Russia,65109.0,3357
4914,6713052,6713052,Russia,23888.0,3357
5026,6807705,6807705,Russia,67809.0,3357
5028,6809323,6809323,Russia,88816.0,3357
5047,6824694,6824694,Russia,166631.0,3357
5046,6823885,6823885,Russia,180456.0,3357
5045,6823076,6823076,Russia,197949.0,3357
5044,6822267,6822267,Russia,203766.0,3357
5043,6821458,6821458,Russia,203949.0,3357
5042,6820649,6820649,Russia,197076.0,3357
5041,6819840,6819840,Russia,183103.0,3357
5040,6819031,6819031,Russia,165643.0,3357
5039,6818222,6818222,Russia,171905.0,3357
5038,6817413,6817413,Russia,180071.0,3357
5037,6816604,6816604,Russia,177282.0,3357
5036,6815795,6815795,Russia,168201.0,3357
5035,6814986,6814986,Russia,155768.0,3357
5034,6814177,6814177,Russia,141883.0,3357
5033,6813368,6813368,Russia,125836.0,3357
5032,6812559,6812559,Russia,124070.0,3357
